house_id,price
1331375,118876.06486500223
1630115,257484.21814464722
1645745,383988.5458162279
1336775,117832.36647523414
1888274,256378.70824985445
1567679,225818.70641126306
1298770,323215.1603056026
1662892,37363.44694035521
1514321,181690.45715753923
1795371,185201.20937760652
1872688,190231.52008740645
1115697,148423.92899418657
1752850,318489.89334553573
1298746,311782.981214033
1464795,207207.8530034654
1982802,177116.14896007162
1823033,185393.82669687926
1585193,110524.02785230837
1843329,296950.3217990263
1424530,60707.04547313729
1040934,352826.9904736418
1483696,323635.50422233454
1436940,376911.0600152962
1608175,55494.0883078053
1902237,187474.3788372095
1563689,327005.39555611514
1976354,253547.58722433943
1872940,319403.4622510415
1704427,301177.16715180373
1131878,321841.5751123745
1803015,81636.27549503688
1897548,166244.20298081607
1739654,148012.7112630626
1658430,176920.61656868513
1282370,143214.56323095405
1512890,61879.90165646322
1597534,111426.52719079696
1174073,232204.1815949281
1179366,370122.47879113647
1757117,123727.23638152031
1148656,95919.43319975377
1776320,336091.8622810329
1155319,280832.88628337317
1675362,212225.27777741093
1748129,44807.915008616576
1648926,215238.91824588622
1050783,102687.52331056948
1843278,366497.5251073468
1372090,189752.6179027564
1583730,372948.4031981359
1785440,360229.1664595179
1459181,203866.2691129393
1172373,79502.36170530424
1863428,380075.65924637066
1441768,150813.24329892118
1391522,343999.8110265443
1514959,368548.79811371793
1245154,328045.8407087767
1819123,236595.97034943543
1590249,287907.11884719844
1454241,403779.7335722692
1842811,132423.94817936252
1900872,243348.76596542294
1226463,311904.3226776803
1838399,366998.2282610382
1918258,140666.81199870256
1505853,85769.74866242861
1368297,272115.6833721871
1364171,102792.93675367683
1312331,186259.23057149825
1690593,310266.8871138279
1376720,99616.2962648807
1948257,414461.68194364675
1782823,107879.65119756466
1992569,373166.3700842754
1869181,99316.32212109139
1273905,91914.1461352153
1620111,239759.5978898054
1513082,178796.21477130207
1691647,251104.9112702024
1940791,42039.57717883072
1315709,192638.0722683784
1607614,415061.29206623253
1637288,415337.18369457836
1761461,276867.94791981095
1976582,60970.89584376151
1261848,334809.3677267885
1541480,181800.09552845766
1423388,273202.98370003793
1441081,162994.68141997818
1876203,66462.99787454595
1906830,131599.52653143136
1785964,92879.76683442597
1640596,383658.659012768
1530222,180948.6762929695
1678434,327034.6746900742
1657557,324785.5877459146
1200571,259083.92471891822
1799836,411705.3853715827
1124016,296915.50788155873
1985411,322792.8730074615
1628410,330947.56125993154
1613699,46413.1563663962
1600040,129496.20173135522
1244290,404526.07752964296
1554191,268077.86393658305
1472329,372902.5197136511
1050498,115116.41860414612
1034991,235893.56649513732
1029323,80168.00826072565
1224300,370655.7143158935
1644542,136637.78058371367
1745244,277009.14697109046
1493567,181684.92237403063
1594882,298965.8091972253
1655085,357334.9240732807
1670541,209892.2401941924
1054223,262701.40023779025
1074177,392071.66285235365
1187739,169904.942272778
1630028,340865.92779769807
1025051,244101.61639700978
1363143,383959.2666822689
1880616,303703.1174150138
1371184,159381.7689939101
1422468,211766.8667061048
1682343,194700.4148417667
1468993,134974.95264872056
1335369,152352.11005887215
1223033,239230.92545785237
1618848,237565.81597645723
1200250,301097.7796055488
1546960,324853.90572515235
1789534,40740.81643905351
1654193,126961.46344753001
1774861,126711.59771603657
1294123,92914.58075189358
1132389,384661.0370108554
1023244,343388.49781122984
1556979,327244.1917205915
1345607,108501.69581490335
1543125,333003.3973591067
1785813,183244.6184123184
1232810,367746.515599821
1055500,326684.93029898196
1904524,302533.51446879446
1313543,100229.55286160426
1896398,80756.54881629418
1061170,341751.06224737753
1605340,344577.62018008856
1873279,200705.8948096759
1980931,172100.03404182353
1947837,250731.42252865972
1523163,335433.69389052916
1168025,264007.51212991343
1255889,338318.1765654466
1902558,218605.2181775674
1405049,307385.657676017
1851237,311050.96006078296
1901086,264484.5979457261
1610017,105716.12010888013
1015072,317943.64487235254
1299339,392755.85713971
1023245,104956.12967736847
1394532,199877.58639892653
1415271,414755.1496132229
1149435,313861.58997295407
1419562,255252.36907672492
1371166,331072.4941256782
1867596,243498.7530373176
1536578,178215.1523806512
1191722,188463.74388687062
1867660,405708.69342428853
1352525,342518.53084380686
1471588,350929.59130198346
1169020,236080.31086590866
1829980,310339.4300208768
1336456,348586.1604817336
1551547,187650.26479338482
1084525,67838.86461417607
1802024,168105.81654430224
1208690,72652.94066682449
1831765,97226.01026944151
1041337,51320.60460443032
1742399,159741.27309632202
1311228,299401.4476087856
1211440,256831.58453765203
1928685,370236.68025485903
1438401,198102.83854661294
1578620,139193.0099808828
1286919,66596.3805959149
1621362,201932.11264240427
1891818,278387.29525712255
1224082,207510.74221936837
1441305,390515.5582161654
1785728,279338.59315220953
1188771,132125.2838912707
1744066,153421.8343454927
1932778,232706.19460431696
1998416,368363.36359864403
1646039,280272.65317105915
1856969,359101.8555956838
1809964,137538.97006650481
1378201,313156.56640726107
1492069,333730.85541955277
1964568,285170.3416977736
1847152,159691.1646840262
1041205,175897.74745725383
1088529,97565.99494921406
1264482,324814.8668798736
1630628,416131.9880435576
1802916,147133.9562750245
1333975,70565.8820522812
1356040,224170.2012803936
1612540,77564.95199766266
1483627,314783.6087340821
1173197,212511.9008077811
1724010,105486.11196501895
1255615,154408.91784875188
1345844,369160.4494940253
1894745,245974.93305322475
1897945,221268.4807292388
1798569,146893.85025485075
1321395,149547.01493020955
1966278,73774.71674715006
1573934,328524.7428934268
1370939,376745.1449228616
1715730,56005.86102851384
1434414,108772.0526597407
1311541,176788.20553802073
1808149,98521.51777211216
1519036,314318.6911885628
